parameter,parameter_default,parameter_perturbed_5_percent,population_2100_std,population_2100_new,std/new,(new-std)/std,ABS((new-std)/std),perturbed_param_csv_path
agr_inp_init,5000000000.0,5250000000.0,3985193933.2464,3984142846.2274,1.0003,-0.0002637480224554724,0.0002637480224554724,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/agr_inp_init_perturbed.csv
agr_mtl_toxic_index,1.0,1.05,3985193933.2464,3972575319.3776,1.0032,-0.0031663738528621733,0.0031663738528621733,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/agr_mtl_toxic_index_perturbed.csv
arable_land_init,900000000.0,945000000.0,3985193933.2464,3962268685.2450,1.0058,-0.005752605365110968,0.005752605365110968,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/arable_land_init_perturbed.csv
assim_half_life_1970,1.5,1.575,3985193933.2464,3962929642.3144,1.0056,-0.0055867521894559895,0.0055867521894559895,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/assim_half_life_1970_perturbed.csv
avg_life_land_norm,1000.0,1050.0,3985193933.2464,4000279981.6065,0.9962,0.003785524271299995,0.003785524271299995,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/avg_life_land_norm_perturbed.csv
des_compl_fam_size_norm,3.8,3.9899999999999998,3985193933.2464,4407789533.9945,0.9041,0.10604141425152912,0.10604141425152912,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/des_compl_fam_size_norm_perturbed.csv
des_food_ratio_dfr,2.0,2.1,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/des_food_ratio_dfr_perturbed.csv
des_ppoll_index_DPOLX,1.2,1.26,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/des_ppoll_index_DPOLX_perturbed.csv
des_res_use_rt_DNRUR,4800000000.0,5040000000.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/des_res_use_rt_DNRUR_perturbed.csv
food_short_perc_del,2.0,2.1,3985193933.2464,3985129605.8956,1.0000,-1.614158606175747e-05,1.614158606175747e-05,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/food_short_perc_del_perturbed.csv
fr_agr_inp_pers_mtl,0.001,0.00105,3985193933.2464,3972562909.5899,1.0032,-0.0031694878262056745,0.0031694878262056745,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/fr_agr_inp_pers_mtl_perturbed.csv
frac_res_pers_mtl,0.02,0.021,3985193933.2464,3982877504.2899,1.0006,-0.000581258778186311,0.000581258778186311,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/frac_res_pers_mtl_perturbed.csv
hlth_serv_impact_del,20.0,21.0,3985193933.2464,3991826039.2914,0.9983,0.0016641865254539868,0.0016641865254539868,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/hlth_serv_impact_del_perturbed.csv
income_expect_avg_time,3.0,3.15,3985193933.2464,3992370577.6807,0.9982,0.0018008268993907539,0.0018008268993907539,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/income_expect_avg_time_perturbed.csv
ind_mtl_emiss_fact,0.1,0.10500000000000001,3985193933.2464,3982877504.2899,1.0006,-0.000581258778186311,0.000581258778186311,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/ind_mtl_emiss_fact_perturbed.csv
ind_mtl_toxic_index,10.0,10.5,3985193933.2464,3982877504.2899,1.0006,-0.000581258778186311,0.000581258778186311,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/ind_mtl_toxic_index_perturbed.csv
ind_out_in_1970,790000000000.0,829500000000.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/ind_out_in_1970_perturbed.csv
ind_out_pc_des,400.0,420.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/ind_out_pc_des_perturbed.csv
industrial_capital_init,210000000000.0,220500000000.0,3985193933.2464,3909854095.6398,1.0193,-0.018904936339003683,0.018904936339003683,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/industrial_capital_init_perturbed.csv
inherent_land_fert,600.0,630.0,3985193933.2464,3953289803.7187,1.0081,-0.008005665486335006,0.008005665486335006,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/inherent_land_fert_perturbed.csv
labor_force_partic,0.75,0.7875,3985193933.2464,3984413968.9992,1.0002,-0.00019571550601551262,0.00019571550601551262,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/labor_force_partic_perturbed.csv
labor_util_fr_del_init,1.0,1.05,3985193933.2464,3986087355.2434,0.9998,0.00022418532496132161,0.00022418532496132161,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/labor_util_fr_del_init_perturbed.csv
labor_util_fr_del_time,2.0,2.1,3985193933.2464,3985175906.2782,1.0000,-4.523485799167136e-06,4.523485799167136e-06,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/labor_util_fr_del_time_perturbed.csv
land_fertility_init,600.0,630.0,3985193933.2464,3963693966.6157,1.0054,-0.005394961196582449,0.005394961196582449,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/land_fertility_init_perturbed.csv
land_fr_harvested,0.7,0.735,3985193933.2464,3951977747.4672,1.0084,-0.008334898209615083,0.008334898209615083,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/land_fr_harvested_perturbed.csv
life_expect_norm,28.0,29.4,3985193933.2464,4509549030.5915,0.8837,0.13157580437193386,0.13157580437193386,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/life_expect_norm_perturbed.csv
lifet_perc_del,20.0,21.0,3985193933.2464,4012318251.5699,0.9932,0.006806273114402742,0.006806273114402742,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/lifet_perc_del_perturbed.csv
max_tot_fert_norm,12.0,12.6,3985193933.2464,4122732504.8661,0.9666,0.034512391096517075,0.034512391096517075,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/max_tot_fert_norm_perturbed.csv
nr_resources_init,1000000000000.0,1050000000000.0,3985193933.2464,4102659457.0862,0.9714,0.029475484959420914,0.029475484959420914,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/nr_resources_init_perturbed.csv
p_avg_life_agr_inp_1,2.0,2.1,3985193933.2464,3983913685.8205,1.0003,-0.00032125097231399497,0.00032125097231399497,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_avg_life_agr_inp_1_perturbed.csv
p_avg_life_agr_inp_2,2.0,2.1,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_avg_life_agr_inp_2_perturbed.csv
p_avg_life_ind_cap_1,14.0,14.7,3985193933.2464,3593544754.1830,1.1090,-0.09827606526148588,0.09827606526148588,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_avg_life_ind_cap_1_perturbed.csv
p_avg_life_ind_cap_2,14.0,14.7,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_avg_life_ind_cap_2_perturbed.csv
p_avg_life_serv_cap_1,20.0,21.0,3985193933.2464,3917919269.8490,1.0172,-0.016881151714140813,0.016881151714140813,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_avg_life_serv_cap_1_perturbed.csv
p_avg_life_serv_cap_2,20.0,21.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_avg_life_serv_cap_2_perturbed.csv
p_fioa_cons_const_1,0.43,0.4515,3985193933.2464,5725536495.8253,0.6960,0.4367021007585497,0.4367021007585497,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_fioa_cons_const_1_perturbed.csv
p_fioa_cons_const_2,0.43,0.4515,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_fioa_cons_const_2_perturbed.csv
p_fr_cap_al_obt_res_2[1],1.0,1.05,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_fr_cap_al_obt_res_2_bracket_1_bracket_perturbed.csv
p_fr_cap_al_obt_res_2[2],0.2,0.21000000000000002,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_fr_cap_al_obt_res_2_bracket_2_bracket_perturbed.csv
p_fr_cap_al_obt_res_2[3],0.1,0.10500000000000001,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_fr_cap_al_obt_res_2_bracket_3_bracket_perturbed.csv
p_fr_cap_al_obt_res_2[4],0.05,0.052500000000000005,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_fr_cap_al_obt_res_2_bracket_4_bracket_perturbed.csv
p_fr_cap_al_obt_res_2[5],0.05,0.052500000000000005,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_fr_cap_al_obt_res_2_bracket_5_bracket_perturbed.csv
p_fr_cap_al_obt_res_2[6],0.05,0.052500000000000005,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_fr_cap_al_obt_res_2_bracket_6_bracket_perturbed.csv
p_fr_cap_al_obt_res_2[7],0.05,0.052500000000000005,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_fr_cap_al_obt_res_2_bracket_7_bracket_perturbed.csv
p_fr_cap_al_obt_res_2[8],0.05,0.052500000000000005,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_fr_cap_al_obt_res_2_bracket_8_bracket_perturbed.csv
p_fr_cap_al_obt_res_2[9],0.05,0.052500000000000005,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_fr_cap_al_obt_res_2_bracket_9_bracket_perturbed.csv
p_fr_cap_al_obt_res_2[10],0.05,0.052500000000000005,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_fr_cap_al_obt_res_2_bracket_10_bracket_perturbed.csv
p_fr_cap_al_obt_res_2[11],0.05,0.052500000000000005,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_fr_cap_al_obt_res_2_bracket_11_bracket_perturbed.csv
p_ind_cap_out_ratio_1,3.0,3.15,3985193933.2464,5217190175.8667,0.7639,0.30914335996107983,0.30914335996107983,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_ind_cap_out_ratio_1_perturbed.csv
p_land_yield_fact_1,1.0,1.05,3985193933.2464,3877732797.0684,1.0277,-0.026965095796606733,0.026965095796606733,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_land_yield_fact_1_perturbed.csv
p_nr_res_use_fact_1,1.0,1.05,3985193933.2464,3848524963.8892,1.0355,-0.03429418282936138,0.03429418282936138,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_nr_res_use_fact_1_perturbed.csv
p_ppoll_gen_fact_1,1.0,1.05,3985193933.2464,3968942972.6005,1.0041,-0.004077834333319643,0.004077834333319643,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_ppoll_gen_fact_1_perturbed.csv
p_ppoll_tech_chg_mlt[1],0.0,0.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_ppoll_tech_chg_mlt_bracket_1_bracket_perturbed.csv
p_ppoll_tech_chg_mlt[2],0.0,0.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_ppoll_tech_chg_mlt_bracket_2_bracket_perturbed.csv
p_ppoll_tech_chg_mlt[3],0.0,0.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_ppoll_tech_chg_mlt_bracket_3_bracket_perturbed.csv
p_ppoll_tech_chg_mlt[4],0.0,0.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_ppoll_tech_chg_mlt_bracket_4_bracket_perturbed.csv
p_res_tech_chg_mlt[1],0.0,0.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_res_tech_chg_mlt_bracket_1_bracket_perturbed.csv
p_res_tech_chg_mlt[2],0.0,0.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_res_tech_chg_mlt_bracket_2_bracket_perturbed.csv
p_res_tech_chg_mlt[3],0.0,0.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_res_tech_chg_mlt_bracket_3_bracket_perturbed.csv
p_res_tech_chg_mlt[4],0.0,0.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_res_tech_chg_mlt_bracket_4_bracket_perturbed.csv
p_serv_cap_out_ratio_1,1.0,1.05,3985193933.2464,4175660748.1141,0.9544,0.04779361257146086,0.04779361257146086,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_serv_cap_out_ratio_1_perturbed.csv
p_serv_cap_out_ratio_2,1.0,1.05,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_serv_cap_out_ratio_2_perturbed.csv
p_yield_tech_chg_mlt[1],0.0,0.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_yield_tech_chg_mlt_bracket_1_bracket_perturbed.csv
p_yield_tech_chg_mlt[2],0.0,0.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_yield_tech_chg_mlt_bracket_2_bracket_perturbed.csv
p_yield_tech_chg_mlt[3],0.0,0.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_yield_tech_chg_mlt_bracket_3_bracket_perturbed.csv
p_yield_tech_chg_mlt[4],0.0,0.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/p_yield_tech_chg_mlt_bracket_4_bracket_perturbed.csv
perc_food_ratio_init,1.0,1.05,3985193933.2464,3985227485.7415,1.0000,8.419287905160775e-06,8.419287905160775e-06,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/perc_food_ratio_init_perturbed.csv
pers_pollution_init,25000000.0,26250000.0,3985193933.2464,3985191535.4855,1.0000,-6.016673151962819e-07,6.016673151962819e-07,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/pers_pollution_init_perturbed.csv
pop1_init,650000000.0,682500000.0,3985193933.2464,4026119140.4472,0.9898,0.010269313836745344,0.010269313836745344,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/pop1_init_perturbed.csv
pop2_init,700000000.0,735000000.0,3985193933.2464,4064672153.6261,0.9804,0.019943375833384243,0.019943375833384243,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/pop2_init_perturbed.csv
pop3_init,190000000.0,199500000.0,3985193933.2464,3985228298.9540,1.0000,8.623346369466304e-06,8.623346369466304e-06,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/pop3_init_perturbed.csv
pop4_init,60000000.0,63000000.0,3985193933.2464,3985167429.1225,1.0000,-6.650648464841734e-06,6.650648464841734e-06,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/pop4_init_perturbed.csv
pot_arable_land_init,2300000000.0,2415000000.0,3985193933.2464,3942166205.2539,1.0109,-0.010796896892155983,0.010796896892155983,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/pot_arable_land_init_perturbed.csv
pot_arable_land_tot,3200000000.0,3360000000.0,3985193933.2464,4053639388.0204,0.9831,0.017174937009465163,0.017174937009465163,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/pot_arable_land_tot_perturbed.csv
ppoll_in_1970,136000000.0,142800000.0,3985193933.2464,3996313049.0665,0.9972,0.002790106581099335,0.002790106581099335,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/ppoll_in_1970_perturbed.csv
ppoll_tech_init,1.0,1.05,3985193933.2464,3985178347.4750,1.0000,-3.910919191230092e-06,3.910919191230092e-06,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/ppoll_tech_init_perturbed.csv
ppoll_trans_del,20.0,21.0,3985193933.2464,3948433397.9455,1.0093,-0.009224277642852,0.009224277642852,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/ppoll_trans_del_perturbed.csv
processing_loss,0.1,0.10500000000000001,3985193933.2464,3989754985.0743,0.9989,0.0011444993403869827,0.0011444993403869827,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/processing_loss_perturbed.csv
reproductive_lifetime,30.0,31.5,3985193933.2464,3458404159.2399,1.1523,-0.13218673490687702,0.13218673490687702,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/reproductive_lifetime_perturbed.csv
res_tech_init,1.0,1.05,3985193933.2464,3985178347.4750,1.0000,-3.910919191230092e-06,3.910919191230092e-06,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/res_tech_init_perturbed.csv
service_capital_init,144000000000.0,151200000000.0,3985193933.2464,3958788134.9765,1.0067,-0.006625975727204945,0.006625975727204945,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/service_capital_init_perturbed.csv
social_adj_del,20.0,21.0,3985193933.2464,3991959294.9791,0.9983,0.0016976242175564197,0.0016976242175564197,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/social_adj_del_perturbed.csv
social_discount,0.07,0.07350000000000001,3985193933.2464,3975547997.9458,1.0024,-0.0024204431358198692,0.0024204431358198692,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/social_discount_perturbed.csv
subsist_food_pc,230.0,241.5,3985193933.2464,3694106835.7993,1.0788,-0.07304214106588658,0.07304214106588658,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/subsist_food_pc_perturbed.csv
t_air_poll_time,4000.0,4200.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/t_air_poll_time_perturbed.csv
t_fcaor_time,4000.0,4200.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/t_fcaor_time_perturbed.csv
t_fert_cont_eff_time,4000.0,4200.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/t_fert_cont_eff_time_perturbed.csv
t_ind_equil_time,4000.0,4200.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/t_ind_equil_time_perturbed.csv
t_land_life_time,4000.0,4200.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/t_land_life_time_perturbed.csv
t_policy_year,4000.0,4200.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/t_policy_year_perturbed.csv
t_pop_equil_time,4000.0,4200.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/t_pop_equil_time_perturbed.csv
t_zero_pop_grow_time,4000.0,4200.0,3985193933.2464,3985193933.2464,1.0000,0.0,0.0,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/t_zero_pop_grow_time_perturbed.csv
tech_dev_del_TDD,20.0,21.0,3985193933.2464,3985194385.1315,1.0000,1.1339100140457911e-07,1.1339100140457911e-07,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/tech_dev_del_TDD_perturbed.csv
urb_ind_land_dev_time,10.0,10.5,3985193933.2464,3985118989.2979,1.0000,-1.8805596354017208e-05,1.8805596354017208e-05,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/urb_ind_land_dev_time_perturbed.csv
urban_ind_land_init,8200000.0,8610000.0,3985193933.2464,3984966174.2838,1.0001,-5.715128708390243e-05,5.715128708390243e-05,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/urban_ind_land_init_perturbed.csv
yield_tech_init,1.0,1.05,3985193933.2464,3985195525.0022,1.0000,3.994173895853583e-07,3.994173895853583e-07,/home/adanos/Documents/modelica_scripts/tmp/modelica_outputs/2016-08-25/17_34_02/yield_tech_init_perturbed.csv